SO2,CO,O3,NO2,PM10,PM25,기온(°C),강수량(mm),풍속(m/s),습도(%),month,day,hour,PM10_lag1
0.004,0.7,0.011,0.033,135.0,40.0,3.9,0.0,2.0,78,1,13,21,85.0
0.004,0.8,0.011,0.031,178.0,46.0,2.8,0.0,1.8,73,1,13,22,84.0
0.004,0.8,0.012,0.029,204.0,49.0,1.9,0.0,1.9,67,1,13,23,79.0
0.004,0.7,0.019,0.022,192.0,48.0,0.9,0.0,1.8,63,1,14,0,77.0
0.004,0.5,0.027,0.013,123.0,35.0,0.3,0.0,1.9,60,1,14,1,79.0
0.004,0.6,0.021,0.018,97.0,30.0,-0.6,0.0,1.7,56,1,14,2,83.0
0.004,0.6,0.015,0.027,82.0,28.0,-1.2,0.0,1.4,57,1,14,3,78.0
0.003,0.7,0.009,0.033,75.0,29.0,-2.1,0.0,1.0,63,1,14,4,81.0
0.003,0.8,0.006,0.036,70.0,27.0,-2.4,0.0,1.6,63,1,14,5,78.0
0.003,0.7,0.004,0.037,68.0,29.0,-2.8,0.0,2.6,63,1,14,6,82.0
0.002,0.8,0.003,0.043,70.0,28.0,-3.1,0.0,1.9,67,1,14,7,83.0
0.004,1.1,0.003,0.053,72.0,30.0,-3.4,0.0,1.0,70,1,14,8,89.0
0.004,1.1,0.005,0.049,82.0,32.0,-3.0,0.0,2.5,70,1,14,9,97.0
0.004,0.9,0.008,0.045,83.0,35.0,-0.6,0.0,1.4,61,1,14,10,117.0
0.005,0.8,0.011,0.042,65.0,31.0,1.4,0.0,1.7,43,1,14,11,127.0
0.003,0.6,0.018,0.033,52.0,26.0,3.3,0.0,3.2,32,1,14,12,142.0
0.004,0.6,0.018,0.033,55.0,24.0,4.7,0.0,3.1,33,1,14,13,138.0
0.005,0.6,0.02,0.031,58.0,22.0,5.9,0.0,3.7,31,1,14,14,141.0
0.004,0.5,0.026,0.024,59.0,23.0,6.8,0.0,2.4,29,1,14,15,128.0
0.004,0.6,0.02,0.032,68.0,24.0,6.8,0.0,2.4,30,1,14,16,111.0
0.004,0.7,0.009,0.047,78.0,25.0,5.9,0.0,2.4,33,1,14,17,104.0
0.004,0.8,0.002,0.057,81.0,28.0,4.5,0.0,2.4,37,1,14,18,103.0
0.004,1.1,0.002,0.06,75.0,26.0,3.9,0.0,2.7,38,1,14,19,104.0
0.005,0.9,0.002,0.055,81.0,28.0,3.8,0.0,3.4,39,1,14,20,106.0
0.005,1.1,0.002,0.06,84.0,26.0,3.5,0.0,2.7,39,1,14,21,135.0
0.006,1.3,0.002,0.064,88.0,30.0,3.3,0.0,2.8,39,1,14,22,178.0
0.006,1.3,0.002,0.066,84.0,28.0,2.8,0.0,1.7,42,1,14,23,204.0
0.005,1.1,0.002,0.057,83.0,26.0,2.1,0.0,2.2,45,1,15,0,192.0
0.004,1.3,0.002,0.062,81.0,26.0,2.2,0.0,2.7,43,1,15,1,123.0
0.005,1.3,0.002,0.059,80.0,28.0,2.6,0.0,2.6,45,1,15,2,97.0
0.004,0.9,0.002,0.053,76.0,24.0,3.2,0.0,2.7,43,1,15,3,82.0
0.004,0.9,0.002,0.052,77.0,25.0,3.2,0.0,2.1,43,1,15,4,75.0
0.005,0.9,0.002,0.049,72.0,25.0,3.5,0.0,2.0,46,1,15,5,70.0
0.004,0.8,0.002,0.054,72.0,26.0,3.7,0.0,2.5,47,1,15,6,68.0
0.005,1.0,0.002,0.058,71.0,27.0,3.8,0.0,2.5,52,1,15,7,70.0
0.005,1.1,0.002,0.063,73.0,29.0,4.2,0.0,2.2,57,1,15,8,72.0
0.005,1.1,0.003,0.061,75.0,30.0,4.8,0.0,2.4,58,1,15,9,82.0
0.005,1.0,0.003,0.062,75.0,31.0,5.5,0.0,2.1,60,1,15,10,83.0
0.005,1.5,0.004,0.071,79.0,33.0,6.3,0.0,1.9,65,1,15,11,65.0
0.005,0.6,0.017,0.039,70.0,32.0,8.8,0.0,3.1,78,1,15,12,52.0
0.005,0.5,0.027,0.03,55.0,18.0,9.8,0.0,4.8,80,1,15,13,55.0
0.005,0.5,0.029,0.027,65.0,22.0,9.8,0.0,5.2,82,1,15,14,58.0
0.006,0.6,0.025,0.033,80.0,34.0,9.2,0.2,5.6,82,1,15,15,59.0
0.004,0.8,0.022,0.034,114.0,61.0,7.7,0.0,3.5,76,1,15,16,68.0
0.004,0.7,0.023,0.029,116.0,62.0,6.7,0.0,4.1,79,1,15,17,78.0
0.004,0.7,0.014,0.03,110.0,54.0,5.3,0.0,3.7,81,1,15,18,81.0
0.003,0.7,0.007,0.037,99.0,47.0,4.0,0.0,3.7,81,1,15,19,75.0
0.004,0.6,0.017,0.026,87.0,41.0,3.1,0.0,4.9,81,1,15,20,81.0
0.004,0.6,0.018,0.024,65.0,34.0,1.5,0.0,4.1,76,1,15,21,84.0
0.003,0.7,0.021,0.019,66.0,34.0,0.8,0.0,3.3,78,1,15,22,88.0
0.004,0.7,0.024,0.014,68.0,41.0,0.2,0.0,3.3,75,1,15,23,84.0
0.004,0.7,0.021,0.017,76.0,49.0,-0.7,0.0,2.8,74,1,16,0,83.0
0.003,0.7,0.023,0.015,78.0,49.0,-1.7,0.0,2.6,74,1,16,1,81.0
0.004,0.7,0.026,0.011,80.0,52.0,-2.4,0.0,3.0,75,1,16,2,80.0
0.003,0.7,0.025,0.01,77.0,52.0,-3.1,0.0,2.9,76,1,16,3,76.0
0.003,0.7,0.021,0.012,78.0,54.0,-4.0,0.0,2.7,76,1,16,4,77.0
0.003,0.7,0.02,0.013,73.0,53.0,-4.7,0.0,3.0,77,1,16,5,72.0
0.004,0.7,0.018,0.014,72.0,54.0,-5.4,0.0,3.2,78,1,16,6,72.0
0.002,0.6,0.016,0.017,65.0,51.0,-6.0,0.0,2.2,72,1,16,7,71.0
0.003,0.6,0.016,0.019,66.0,49.0,-6.6,0.0,3.4,69,1,16,8,73.0
0.003,0.6,0.018,0.018,61.0,47.0,-6.5,0.0,3.1,69,1,16,9,75.0
0.003,0.7,0.018,0.02,66.0,50.0,-5.8,0.0,3.5,65,1,16,10,75.0
0.004,0.6,0.024,0.017,64.0,49.0,-4.9,0.0,3.5,63,1,16,11,79.0
0.004,0.5,0.029,0.016,61.0,43.0,-3.6,0.0,2.7,55,1,16,12,70.0
0.003,0.5,0.034,0.012,50.0,34.0,-2.3,0.0,3.1,48,1,16,13,55.0
0.004,0.5,0.033,0.015,44.0,32.0,-1.8,0.0,3.1,43,1,16,14,65.0
0.003,0.4,0.035,0.012,47.0,34.0,-1.7,0.0,3.7,48,1,16,15,80.0
0.004,0.5,0.034,0.013,36.0,25.0,-2.9,0.0,4.5,39,1,16,16,114.0
0.004,0.4,0.031,0.015,40.0,30.0,-3.3,0.0,4.1,47,1,16,17,116.0
0.003,0.4,0.027,0.017,35.0,24.0,-4.1,0.0,3.6,53,1,16,18,110.0
0.003,0.4,0.028,0.013,31.0,17.0,-4.7,0.0,4.9,55,1,16,19,99.0
0.003,0.4,0.032,0.01,23.0,15.0,-5.6,0.0,4.0,43,1,16,20,87.0
0.003,0.4,0.032,0.009,19.0,11.0,-6.4,0.0,2.9,45,1,16,21,65.0
0.003,0.4,0.031,0.01,16.0,10.0,-7.4,0.0,2.4,41,1,16,22,66.0
0.003,0.4,0.03,0.01,17.0,10.0,-8.2,0.0,3.5,44,1,16,23,68.0
0.003,0.4,0.029,0.01,17.0,14.0,-8.7,0.0,3.1,50,1,17,0,76.0
0.003,0.4,0.029,0.009,18.0,13.0,-9.3,0.0,2.0,50,1,17,1,78.0
0.003,0.4,0.027,0.01,18.0,12.0,-9.4,0.0,3.1,52,1,17,2,80.0
0.003,0.4,0.028,0.01,19.0,15.0,-9.5,0.0,2.8,58,1,17,3,77.0
0.004,0.5,0.025,0.012,20.0,16.0,-9.8,0.0,2.1,59,1,17,4,78.0
0.003,0.5,0.025,0.012,21.0,15.0,-9.8,0.0,2.4,58,1,17,5,73.0
0.003,0.4,0.027,0.011,21.0,17.0,-10.3,0.0,1.6,60,1,17,6,72.0
0.003,0.5,0.024,0.013,21.0,16.0,-10.5,0.0,1.4,61,1,17,7,65.0
0.003,0.5,0.023,0.015,21.0,14.0,-10.8,0.0,1.2,60,1,17,8,66.0
0.003,0.5,0.028,0.012,19.0,13.0,-9.9,0.0,2.2,59,1,17,9,61.0
0.004,0.4,0.033,0.007,22.0,16.0,-8.1,0.0,1.9,50,1,17,10,66.0
0.004,0.4,0.032,0.01,17.0,11.0,-6.1,0.0,2.5,43,1,17,11,64.0
0.004,0.4,0.033,0.01,16.0,11.0,-4.4,0.0,2.3,35,1,17,12,61.0
0.003,0.4,0.032,0.013,21.0,13.0,-3.1,0.0,1.7,32,1,17,13,50.0
0.004,0.4,0.029,0.015,24.0,16.0,-2.2,0.0,1.8,36,1,17,14,44.0
0.003,0.4,0.027,0.019,22.0,14.0,-1.6,0.0,3.6,40,1,17,15,47.0
0.004,0.5,0.028,0.018,23.0,14.0,-1.8,0.0,3.1,44,1,17,16,36.0
0.003,0.4,0.029,0.017,21.0,12.0,-2.2,0.0,3.2,53,1,17,17,40.0
0.004,0.4,0.027,0.018,19.0,11.0,-2.6,0.0,3.2,58,1,17,18,35.0
0.004,0.4,0.024,0.022,18.0,10.0,-2.8,0.0,1.9,61,1,17,19,31.0
0.003,0.5,0.019,0.024,20.0,13.0,-2.8,0.0,3.1,67,1,17,20,23.0
0.003,0.4,0.018,0.024,23.0,15.0,-2.8,0.0,1.8,74,1,17,21,19.0
0.002,0.5,0.011,0.03,21.0,15.0,-3.0,0.0,1.4,84,1,17,22,16.0
0.002,0.5,0.012,0.03,22.0,14.0,-3.0,0.0,2.1,86,1,17,23,17.0
0.003,0.4,0.022,0.02,20.0,12.0,-3.0,0.0,2.0,84,1,18,0,17.0
0.003,0.4,0.018,0.023,19.0,10.0,-3.6,0.0,1.5,81,1,18,1,18.0
0.003,0.5,0.019,0.022,20.0,12.0,-3.3,0.0,1.8,79,1,18,2,18.0
0.003,0.5,0.018,0.023,24.0,11.0,-3.4,0.0,0.5,76,1,18,3,19.0
0.003,0.4,0.021,0.019,26.0,12.0,-3.2,0.0,1.4,78,1,18,4,20.0
0.003,0.5,0.015,0.024,25.0,12.0,-3.5,0.0,1.4,81,1,18,5,21.0
0.003,0.5,0.008,0.033,27.0,13.0,-3.7,0.0,1.9,83,1,18,6,21.0
0.003,0.6,0.003,0.038,30.0,16.0,-4.0,0.0,2.5,85,1,18,7,21.0
0.002,0.7,0.003,0.042,35.0,21.0,-3.9,0.0,1.9,89,1,18,8,21.0
0.004,0.9,0.003,0.046,44.0,25.0,-3.1,0.0,2.3,89,1,18,9,19.0
0.003,0.9,0.004,0.046,46.0,31.0,-2.3,0.0,2.4,88,1,18,10,22.0
0.003,0.9,0.005,0.045,54.0,33.0,-1.5,0.0,1.5,90,1,18,11,17.0
0.002,0.7,0.011,0.032,70.0,44.0,-0.6,0.3,2.2,88,1,18,12,16.0
0.003,0.5,0.022,0.019,54.0,30.0,-0.2,0.0,2.7,80,1,18,13,21.0
0.004,0.5,0.027,0.014,44.0,28.0,-0.3,0.0,5.0,75,1,18,14,24.0
0.002,0.4,0.036,0.011,43.0,17.0,-0.4,0.0,6.0,56,1,18,15,22.0
0.003,0.3,0.037,0.01,44.0,12.0,-0.4,0.0,6.7,34,1,18,16,23.0
0.003,0.4,0.037,0.01,36.0,12.0,-2.0,0.0,6.3,34,1,18,17,21.0
0.002,0.4,0.034,0.011,32.0,7.0,-3.9,0.0,7.4,35,1,18,18,19.0
0.003,0.4,0.031,0.013,32.0,14.0,-4.9,0.0,4.8,41,1,18,19,18.0
0.004,0.5,0.027,0.018,35.0,16.0,-5.5,0.0,3.7,43,1,18,20,20.0
0.003,0.4,0.03,0.012,32.0,15.0,-6.1,0.0,4.5,42,1,18,21,23.0
0.003,0.4,0.032,0.009,27.0,9.0,-7.1,0.0,5.3,40,1,18,22,21.0
0.003,0.4,0.03,0.01,25.0,9.0,-8.4,0.0,2.7,44,1,18,23,22.0
0.004,0.4,0.028,0.011,25.0,10.0,-9.1,0.0,2.7,45,1,19,0,20.0
0.003,0.4,0.029,0.008,22.0,8.0,-9.6,0.0,3.9,46,1,19,1,19.0
0.003,0.4,0.027,0.012,23.0,9.0,-10.1,0.0,2.7,47,1,19,2,20.0
0.002,0.4,0.025,0.014,21.0,9.0,-10.4,0.0,0.7,45,1,19,3,24.0
0.002,0.4,0.024,0.014,22.0,9.0,-10.6,0.0,2.3,48,1,19,4,26.0
0.003,0.5,0.018,0.021,22.0,9.0,-11.0,0.0,1.7,51,1,19,5,25.0
0.003,0.5,0.016,0.023,25.0,12.0,-11.4,0.0,2.0,50,1,19,6,27.0
0.003,0.6,0.003,0.038,27.0,11.0,-11.4,0.0,1.4,52,1,19,7,30.0
0.002,0.7,0.005,0.039,28.0,13.0,-11.6,0.0,1.0,54,1,19,8,35.0
0.004,0.8,0.008,0.037,35.0,15.0,-10.8,0.0,1.7,51,1,19,9,44.0
0.003,0.8,0.01,0.036,40.0,20.0,-8.6,0.0,2.2,50,1,19,10,46.0
0.003,0.7,0.013,0.034,41.0,22.0,-6.2,0.0,2.0,43,1,19,11,54.0
0.003,0.7,0.012,0.039,44.0,22.0,-4.1,0.0,0.8,37,1,19,12,70.0
0.003,0.8,0.011,0.04,44.0,25.0,-2.3,0.0,2.4,29,1,19,13,54.0
0.003,0.5,0.015,0.032,31.0,15.0,-1.5,0.0,1.6,24,1,19,14,44.0
0.003,0.5,0.013,0.034,36.0,19.0,-0.6,0.0,1.7,21,1,19,15,43.0
0.004,0.6,0.007,0.043,47.0,27.0,-0.4,0.0,1.6,20,1,19,16,44.0
0.003,0.7,0.003,0.047,35.0,18.0,-1.3,0.0,1.6,21,1,19,17,36.0
0.003,0.8,0.002,0.05,39.0,26.0,-2.7,0.0,0.8,24,1,19,18,32.0
0.004,1.1,0.002,0.055,48.0,26.0,-3.6,0.0,1.3,28,1,19,19,32.0
0.003,1.1,0.002,0.06,49.0,28.0,-4.4,0.0,1.0,31,1,19,20,35.0
0.004,1.1,0.002,0.061,46.0,25.0,-4.9,0.0,1.6,34,1,19,21,32.0
0.004,0.9,0.002,0.057,43.0,25.0,-5.1,0.0,0.8,38,1,19,22,27.0
0.003,0.8,0.002,0.05,39.0,23.0,-5.5,0.0,2.8,40,1,19,23,25.0
0.004,0.9,0.002,0.054,37.0,25.0,-5.6,0.0,2.1,41,1,20,0,25.0
0.003,0.9,0.002,0.054,37.0,26.0,-5.8,0.0,1.8,45,1,20,1,22.0
0.003,0.9,0.002,0.053,38.0,26.0,-5.6,0.0,3.0,45,1,20,2,23.0
0.003,1.1,0.002,0.053,39.0,27.0,-5.5,0.0,2.6,43,1,20,3,21.0
0.003,1.0,0.002,0.051,43.0,28.0,-6.1,0.0,1.3,51,1,20,4,22.0
0.002,0.8,0.002,0.047,38.0,28.0,-6.4,0.0,2.4,54,1,20,5,22.0
0.004,0.8,0.002,0.045,36.0,26.0,-6.3,0.0,2.2,50,1,20,6,25.0
0.003,1.0,0.002,0.052,36.0,28.0,-6.4,0.0,2.2,50,1,20,7,27.0
0.004,1.0,0.003,0.046,34.0,28.0,-5.9,0.0,4.1,47,1,20,8,28.0
0.003,0.7,0.006,0.039,31.0,21.0,-4.7,0.0,3.5,45,1,20,9,35.0
0.003,0.6,0.01,0.036,36.0,22.0,-2.3,0.0,2.4,39,1,20,10,40.0
0.004,0.7,0.011,0.039,41.0,24.0,0.1,0.0,2.7,34,1,20,11,41.0
0.003,0.7,0.013,0.041,49.0,30.0,1.5,0.0,3.1,32,1,20,12,44.0
0.004,0.7,0.014,0.038,47.0,26.0,3.4,0.0,2.9,29,1,20,13,44.0
0.004,0.7,0.015,0.04,48.0,23.0,5.0,0.0,2.4,26,1,20,14,31.0
0.004,0.6,0.016,0.041,55.0,28.0,6.3,0.0,1.8,26,1,20,15,36.0
0.004,0.7,0.011,0.048,56.0,27.0,7.1,0.0,1.1,24,1,20,16,47.0
0.005,0.9,0.004,0.057,57.0,29.0,5.9,0.0,2.4,26,1,20,17,35.0
0.004,1.1,0.002,0.067,62.0,30.0,4.1,0.0,2.5,30,1,20,18,39.0
0.005,1.5,0.002,0.075,65.0,34.0,3.1,0.0,0.5,33,1,20,19,48.0
0.005,1.4,0.002,0.075,69.0,35.0,2.4,0.0,0.7,35,1,20,20,49.0
0.005,1.3,0.002,0.073,58.0,30.0,1.6,0.0,1.5,37,1,20,21,46.0
0.005,1.1,0.002,0.067,57.0,31.0,1.5,0.0,2.3,41,1,20,22,43.0
0.005,1.0,0.002,0.065,60.0,34.0,2.0,0.0,1.7,40,1,20,23,39.0
0.005,1.0,0.002,0.064,59.0,31.0,2.5,0.0,2.7,39,1,21,0,37.0
0.004,1.0,0.002,0.059,49.0,28.0,2.7,0.0,2.5,37,1,21,1,37.0
0.005,1.0,0.002,0.056,49.0,27.0,2.9,0.0,2.3,37,1,21,2,38.0
0.004,0.9,0.002,0.053,46.0,27.0,2.9,0.0,2.1,38,1,21,3,39.0
0.005,0.8,0.002,0.053,49.0,29.0,3.0,0.0,3.0,40,1,21,4,43.0
0.005,0.8,0.002,0.052,45.0,28.0,3.0,0.0,1.7,41,1,21,5,38.0
0.004,0.8,0.002,0.052,48.0,30.0,3.1,0.0,2.8,42,1,21,6,36.0
0.005,0.9,0.002,0.054,46.0,29.0,3.2,0.0,2.4,43,1,21,7,36.0
0.004,0.9,0.003,0.052,45.0,28.0,3.2,0.0,3.8,44,1,21,8,34.0
0.004,0.8,0.004,0.052,44.0,27.0,3.7,0.0,2.3,44,1,21,9,31.0
0.005,0.8,0.004,0.051,49.0,29.0,4.5,0.0,2.0,42,1,21,10,36.0
0.005,0.9,0.005,0.053,51.0,31.0,5.0,0.0,2.9,42,1,21,11,41.0
0.005,0.9,0.006,0.052,54.0,32.0,5.8,0.0,1.2,42,1,21,12,49.0
0.005,0.8,0.005,0.051,50.0,33.0,6.8,0.0,2.7,43,1,21,13,47.0
0.004,0.9,0.005,0.053,50.0,32.0,6.9,0.0,1.8,45,1,21,14,48.0
0.003,0.9,0.003,0.055,50.0,33.0,6.1,0.6,2.1,67,1,21,15,55.0
0.005,0.9,0.003,0.056,45.0,29.0,5.3,0.0,2.5,79,1,21,16,56.0
0.004,0.9,0.002,0.056,42.0,28.0,4.8,0.0,1.8,87,1,21,17,57.0
0.003,1.0,0.002,0.056,41.0,26.0,4.6,4.0,2.1,91,1,21,18,62.0
0.004,0.8,0.002,0.055,40.0,27.0,4.6,0.0,1.8,93,1,21,19,65.0
0.004,0.8,0.002,0.051,39.0,26.0,4.6,0.0,1.5,94,1,21,20,69.0
0.003,0.7,0.002,0.049,35.0,24.0,4.8,3.7,2.1,95,1,21,21,58.0
0.004,0.8,0.002,0.051,36.0,26.0,4.9,0.0,2.3,96,1,21,22,57.0
0.003,0.8,0.002,0.05,37.0,27.0,4.8,0.0,2.3,95,1,21,23,60.0
0.005,0.8,0.002,0.051,36.0,27.0,4.9,0.9,1.9,96,1,22,0,59.0
0.004,0.8,0.002,0.047,34.0,25.0,5.0,0.0,1.7,95,1,22,1,49.0
0.004,0.8,0.002,0.044,32.0,25.0,5.0,0.0,1.3,95,1,22,2,49.0
0.004,0.8,0.002,0.046,32.0,23.0,5.0,0.0,1.4,93,1,22,3,46.0
0.004,0.9,0.002,0.049,38.0,27.0,4.9,0.0,0.7,94,1,22,4,49.0
0.004,0.8,0.002,0.044,48.0,38.0,5.1,0.0,1.0,95,1,22,5,45.0
0.003,0.9,0.002,0.046,86.0,69.0,5.0,0.1,1.2,95,1,22,6,48.0
0.004,0.9,0.003,0.045,96.0,69.0,5.0,0.0,2.4,96,1,22,7,46.0
0.003,0.9,0.002,0.045,93.0,64.0,4.9,0.0,1.9,96,1,22,8,45.0
0.004,0.8,0.005,0.041,64.0,46.0,5.0,0.0,2.0,97,1,22,9,44.0
0.005,0.7,0.008,0.039,37.0,28.0,5.4,0.0,1.5,97,1,22,10,49.0
0.003,0.6,0.009,0.038,31.0,22.0,5.8,0.0,2.3,96,1,22,11,51.0
0.002,0.7,0.009,0.041,35.0,25.0,6.0,0.0,0.5,93,1,22,12,54.0
0.003,0.7,0.009,0.042,37.0,27.0,6.4,0.0,1.5,92,1,22,13,50.0
0.003,0.7,0.007,0.04,39.0,29.0,6.6,0.0,1.7,91,1,22,14,50.0
0.004,0.7,0.007,0.042,45.0,33.0,6.5,0.0,2.2,91,1,22,15,50.0
0.004,0.7,0.006,0.042,43.0,30.0,6.4,0.0,1.6,90,1,22,16,45.0
0.004,0.7,0.003,0.043,43.0,28.0,6.3,0.0,2.1,90,1,22,17,42.0
0.004,0.7,0.007,0.036,39.0,26.0,5.9,0.0,2.6,91,1,22,18,41.0
0.003,0.6,0.004,0.038,34.0,24.0,5.6,0.0,1.4,91,1,22,19,40.0
0.003,0.5,0.009,0.03,38.0,27.0,5.5,0.0,1.9,91,1,22,20,39.0
0.003,0.5,0.01,0.026,37.0,26.0,5.5,0.0,2.1,91,1,22,21,35.0
0.003,0.6,0.004,0.034,40.0,27.0,5.2,0.0,2.5,91,1,22,22,36.0
0.004,0.6,0.003,0.036,37.0,25.0,5.1,0.0,1.5,92,1,22,23,37.0
0.004,0.7,0.002,0.04,36.0,26.0,4.9,0.0,1.5,92,1,23,0,36.0
0.003,0.7,0.002,0.038,32.0,23.0,5.3,0.0,2.9,92,1,23,1,34.0
0.004,0.7,0.004,0.035,28.0,21.0,5.6,0.0,2.4,88,1,23,2,32.0
0.003,0.6,0.01,0.028,21.0,16.0,5.4,0.0,2.9,86,1,23,3,32.0
0.004,0.6,0.013,0.027,18.0,12.0,5.2,0.0,3.1,84,1,23,4,38.0
0.003,0.6,0.01,0.031,13.0,11.0,5.3,0.0,3.9,81,1,23,5,48.0
0.003,0.6,0.007,0.037,13.0,9.0,5.2,0.0,4.1,80,1,23,6,86.0
0.003,0.6,0.005,0.043,10.0,8.0,5.4,0.0,4.3,78,1,23,7,96.0
0.004,0.6,0.01,0.038,10.0,6.0,5.3,0.0,3.9,76,1,23,8,93.0
0.003,0.6,0.017,0.03,9.0,7.0,5.9,0.0,4.4,75,1,23,9,64.0
0.004,0.6,0.025,0.025,9.0,5.0,7.5,0.0,5.0,68,1,23,10,37.0
0.004,0.5,0.028,0.014,9.0,5.0,9.3,0.0,4.1,61,1,23,11,31.0
0.004,0.5,0.036,0.013,9.0,6.0,9.8,0.0,4.6,57,1,23,12,35.0
0.004,0.5,0.037,0.013,9.0,7.0,10.4,0.0,5.3,54,1,23,13,37.0
0.003,0.5,0.038,0.012,8.0,6.0,10.9,0.0,4.4,53,1,23,14,39.0
0.004,0.4,0.039,0.011,6.0,5.0,11.9,0.0,5.1,50,1,23,15,45.0
0.004,0.5,0.037,0.013,9.0,2.0,11.5,0.0,4.7,50,1,23,16,43.0
0.005,0.5,0.034,0.015,8.0,6.0,10.5,0.0,5.2,53,1,23,17,43.0
0.004,0.5,0.033,0.016,10.0,6.0,9.4,0.0,4.3,56,1,23,18,39.0
0.004,0.5,0.035,0.014,6.0,5.0,8.4,0.0,4.5,59,1,23,19,34.0
0.003,0.5,0.034,0.014,8.0,4.0,7.6,0.0,4.5,60,1,23,20,38.0
0.003,0.4,0.034,0.015,5.0,4.0,7.1,0.0,4.9,61,1,23,21,37.0
0.004,0.5,0.034,0.015,4.0,2.0,6.6,0.0,3.6,61,1,23,22,40.0
0.004,0.4,0.035,0.013,3.0,3.0,6.3,0.0,3.3,62,1,23,23,37.0
0.004,0.4,0.036,0.013,5.0,2.0,6.1,0.0,3.9,63,1,24,0,36.0
0.003,0.4,0.037,0.012,5.0,4.0,5.8,0.0,3.4,64,1,24,1,32.0
0.003,0.5,0.038,0.015,7.0,5.0,5.5,0.0,3.4,65,1,24,2,28.0
0.003,0.6,0.024,0.02,7.0,6.0,4.7,0.0,4.1,69,1,24,3,21.0
0.003,0.7,0.024,0.021,9.0,9.0,4.2,0.0,3.0,71,1,24,4,18.0
0.005,0.5,0.021,0.023,11.0,8.0,3.8,0.0,3.6,74,1,24,5,13.0
0.004,0.6,0.01,0.034,11.0,11.0,3.1,0.0,1.8,75,1,24,6,13.0
0.003,0.7,0.004,0.043,13.0,10.0,2.7,0.0,2.2,77,1,24,7,10.0
0.002,0.8,0.004,0.045,14.0,11.0,2.4,0.0,1.7,79,1,24,8,10.0
0.003,0.7,0.017,0.034,14.0,9.0,3.7,0.0,2.8,78,1,24,9,9.0
0.004,0.5,0.026,0.022,14.0,15.0,6.3,0.0,2.7,69,1,24,10,9.0
0.004,0.4,0.032,0.017,11.0,10.0,8.5,0.0,3.6,61,1,24,11,9.0
0.004,0.5,0.034,0.016,9.0,7.0,10.1,0.0,2.2,57,1,24,12,9.0
0.004,0.5,0.037,0.015,9.0,7.0,11.6,0.0,1.0,50,1,24,13,9.0
0.004,0.5,0.037,0.016,11.0,7.0,12.9,0.0,1.3,47,1,24,14,8.0
0.004,0.4,0.036,0.018,12.0,10.0,13.8,0.0,1.4,45,1,24,15,6.0
0.003,0.5,0.033,0.022,17.0,10.0,13.4,0.0,2.2,46,1,24,16,9.0
0.004,0.5,0.033,0.02,17.0,13.0,11.6,0.0,2.2,49,1,24,17,8.0
0.003,0.6,0.028,0.028,14.0,11.0,10.3,0.0,1.9,53,1,24,18,10.0
0.004,0.7,0.008,0.045,14.0,10.0,9.0,0.0,2.0,57,1,24,19,6.0
0.003,1.0,0.002,0.057,23.0,19.0,8.0,0.0,1.3,61,1,24,20,8.0
0.005,1.1,0.002,0.057,26.0,19.0,7.0,0.0,1.6,64,1,24,21,5.0
0.004,1.0,0.002,0.055,22.0,15.0,7.0,0.0,1.3,67,1,24,22,4.0
0.005,1.2,0.003,0.059,18.0,13.0,6.3,0.0,1.9,69,1,24,23,3.0
0.005,1.2,0.003,0.063,23.0,13.0,5.7,0.0,1.1,70,1,25,0,5.0
0.004,1.2,0.002,0.057,23.0,15.0,5.3,0.0,0.3,72,1,25,1,5.0
0.005,1.1,0.002,0.056,21.0,11.0,4.7,0.0,2.1,75,1,25,2,7.0
0.005,1.1,0.002,0.052,18.0,14.0,4.1,0.0,1.4,78,1,25,3,7.0
0.004,1.2,0.002,0.045,20.0,18.0,3.8,0.0,1.7,79,1,25,4,9.0
0.004,1.0,0.002,0.045,19.0,14.0,3.6,0.0,1.4,80,1,25,5,11.0
0.003,1.1,0.002,0.05,20.0,16.0,3.0,0.0,1.4,82,1,25,6,11.0
0.004,0.9,0.002,0.046,17.0,13.0,3.1,0.0,2.7,83,1,25,7,13.0
0.004,1.0,0.002,0.048,19.0,14.0,3.4,0.0,2.1,81,1,25,8,14.0
0.004,0.9,0.005,0.044,19.0,12.0,4.4,0.0,2.4,78,1,25,9,14.0
0.004,0.7,0.008,0.037,21.0,11.0,6.4,0.0,2.5,71,1,25,10,14.0
0.004,0.6,0.014,0.033,18.0,11.0,8.4,0.0,3.0,63,1,25,11,11.0
0.004,0.6,0.019,0.027,13.0,9.0,9.8,0.0,3.0,59,1,25,12,9.0
0.003,0.7,0.024,0.023,17.0,10.0,11.2,0.0,1.8,53,1,25,13,9.0
0.004,0.5,0.025,0.024,16.0,11.0,12.5,0.0,3.0,46,1,25,14,11.0
0.004,0.5,0.023,0.026,19.0,13.0,13.3,0.0,2.7,44,1,25,15,12.0
0.004,0.6,0.02,0.029,23.0,13.0,13.7,0.0,2.6,40,1,25,16,17.0
0.005,0.8,0.01,0.04,28.0,18.0,13.1,0.0,1.5,37,1,25,17,17.0
0.004,1.1,0.003,0.051,32.0,21.0,11.7,0.0,1.6,40,1,25,18,14.0
0.005,1.1,0.004,0.055,33.0,21.0,10.9,0.0,0.5,44,1,25,19,14.0
